Address,Price,Bedrooms,Bathrooms,Property_type,Floor_area,Date,County,zip_code
"15 Gleann An Ghairdin, Ballytegan, Gorey,  Wexford, Y25R8H3",345000,4,1,Semi-D,176 m²,2023-12-22, Wexford,Y25R8H3
"Askill, Bunnacurry, Achill,  Mayo",80000,4,3,Detached,250 m²,2023-12-22, Mayo, Mayo
"Tir Na Nog, Mylerstown, Carbury,  Kildare, W91HFX2",750000,6,4,Detached,295 m²,2023-12-22, Kildare,W91HFX2
"14 Saint Kevins Terrace, Church Road, Castlerea,  Roscommon, F45XA33",140000,3,1,Semi-D,90 m²,2023-12-22, Roscommon,F45XA33
"33 Killeens Place, Farranree,  Cork, T23AR45",220000,3,1,Terrace,128 m²,2023-12-22, Cork,T23AR45
"Ard Na Gréine, Chapel Street, Johnstown,  Kilkenny, E41P861",195000,3,1,Detached,0.64 ac,2023-12-22, Kilkenny,E41P861
"Ref 1063 - Site at Killoluaig, Portmagee,  Kerry",55000,4,1,Site,1.2 ac,2023-12-22, Kerry, Kerry
"Lissannymore, Killinkere,  Cavan",45000,4,3,Site,0.92 ac,2023-12-22, Cavan, Cavan
"Clonee Lower, Camolin,  Wexford",60000,2,2,Site,161 m²,2023-12-22, Wexford, Wexford
"55 Quay Street, Skerries,  Dublin, K34E224",950000,3,3,Terrace,203 m²,2023-12-22, Dublin,K34E224
"Skyfall, Garrydaniel, Monamolin,  Wexford, Y25YF38",435000,3,1,Detached,65 m²,2023-12-22, Wexford,Y25YF38
"Apartment 11, Riverside Apartments, Castlerea,  Roscommon, F45F803",90000,4,6,Apartment,6 ac,2023-12-22, Roscommon,F45F803
"Brackloon, Ballyhaunis,  Mayo",110000,1,1,Detached,0.18 ac,2023-12-22, Mayo, Mayo
"The Orchard, Rochestown,  Cork",340000,4,8,Site,138 m²,2023-12-22, Cork, Cork
"Kenneigh, Waterville,  Kerry, V23DF10",375000,4,4,Detached,155 m²,2023-12-22, Kerry,V23DF10
"1 Muirhevna, Dublin Road, Dundalk,  Louth, A91T8F2",310000,4,2,Semi-D,70 m²,2023-12-22, Louth,A91T8F2
"1 Mountgarrett Lane, New Ross,  Wexford, Y34RK52",150000,2,2,End of Terrace,86 m²,2023-12-22, Wexford,Y34RK52
"Drimnaraw, Creeslough,  Donegal, F92W9F2",150000,3,1,Detached,0.62 ac,2023-12-22, Donegal,F92W9F2
"Shinagh, Bandon,  Cork",220000,2,1,Site,0.5 ac,2023-12-22, Cork, Cork
"Leahies, Foynes,  Limerick",115000,1,1,Site,0.5 ac,2023-12-22, Limerick, Limerick
"Ballyallinan, Rathkeale,  Limerick",60000,10,9,Site,5.88 ac,2023-12-22, Limerick, Limerick
"Fintra, Killybegs,  Donegal",175000,2,1,Site,0.6 ac,2023-12-22, Donegal, Donegal
"Site 2 at Ballybeg (S.T.P.P), Ferns,  Wexford",60000,3,2,Site,0.86 ac,2023-12-22, Wexford, Wexford
"Killure Lodge, Killure, Rhode,  Offaly, R35RF24",44000,10,9,Site,0.81 ac,2023-12-22, Offaly,R35RF24
"Site ""A"" at Ballybeg (S.T.P.P), Ferns,  Wexford",70000,2,1,Site,100 m²,2023-12-22, Wexford, Wexford
"Kilcash, Rahara,  Roscommon, F42EY81",50000,4,1,Detached,50 m²,2023-12-22, Roscommon,F42EY81
"Clonganny, Ballygarrett,  Wexford, Y25PF50",75000,4,2,Site,1.04 ac,2023-12-22, Wexford,Y25PF50
"Main Street, Piltown,  Kilkenny, E32PR89",300000,4,2,Semi-D,256 m²,2023-12-22, Kilkenny,E32PR89
"Dale Cottage, 2 The Glebe, Donegal Town,  Donegal, F94F8N1",235000,6,3,Detached,124 m²,2023-12-22, Donegal,F94F8N1
"60 Crossbane Road, Armagh,  Armagh",427479,4,4,Detached,200 m²,2023-12-22, Armagh, Armagh
"Bohergeela, Meanus, Meanus,  Limerick, V35WA21",80000,4,3,Site,1.61 ac,2023-12-22, Limerick,V35WA21
"Kilcorby House, Kilcorby, Belturbet,  Cavan, H14FH58",355000,3,2,Detached,192 m²,2023-12-22, Cavan,H14FH58
"2 Eden Drive, Priory Road, Delgany,  Wicklow, A63K198",700000,3,1,Detached,102 m²,2023-12-22, Wicklow,A63K198
"Brackloon, Ballyhaunis,  Mayo",110000,1,4,Detached,0.75 ac,2023-12-22, Mayo, Mayo
"Gortnara, Claremorris,  Mayo",37500,4,5,Site,83 m²,2023-12-22, Mayo, Mayo
"29 Cill Chais, Shannon,  Clare, V14E104",207000,6,4,Terrace,1 ac,2023-12-22, Clare,V14E104
"Hightown, Coralstown, Mullingar,  Westmeath",70000,5,6,Site,1 ac,2023-12-22, Westmeath, Westmeath
"Hightown, Coralstown,  Westmeath",70000,6,3,Site,76 m²,2023-12-22, Westmeath, Westmeath
"Lansyn, Bohernasup, Ballina,  Mayo, F26X883",375000,5,4,Detached,175 m²,2023-12-22, Mayo,F26X883
"97 Foxrock Avenue, Blackrock,  Dublin, D18CF86",725000,3,3,Detached,137 m²,2023-12-22, Dublin,D18CF86
"Longfield, Lettermacaward,  Donegal, F94HX5Y",409000,5,3,Detached,220 m²,2023-12-22, Donegal,F94HX5Y
"Ballydavid, Mullinahone,  Tipperary, E41FR13",50000,3,3,Site,1.18 ac,2023-12-22, Tipperary,E41FR13
"Errit, Carrowbehy, Carrowbehy,  Roscommon, F45H597",250000,4,3,Detached,2.27 ac,2023-12-22, Roscommon,F45H597
"Site c. 2.27 Acres Glenpipe, Tullogher, Kilkenny,  Kilkenny",50000,4,2,Site,220 m²,2023-12-22, Kilkenny, Kilkenny
"5 Templars Way, Fethard, Fethard-On-Sea,  Wexford, Y34RW18",395000,2,1,Detached,0.66 ac,2023-12-22, Wexford,Y34RW18
"Bonniconlon West, Ballina,  Mayo",65000,4,2,Site,105 m²,2023-12-22, Mayo, Mayo
"1 Strand Street Upper, Wicklow Town,  Wicklow, A67KW63",450000,2,1,Townhouse,58 m²,2023-12-22, Wicklow,A67KW63
"15 Millmount Grove, Windy Arbour, Dundrum, Dublin 14, D14VA48",380000,3,3,Terrace,0.61 ac,2023-12-22,Dublin,D14VA48
"The Old Oratory, O'Connell Street, Cahersiveen,  Kerry, V23YW54",130000,3,2,End of Terrace,80 m²,2023-12-22, Kerry,V23YW54
"Apartment 8, Larnach, Bohermore,  Galway, H91KX33",235000,3,2,Apartment,111 m²,2023-12-22, Galway,H91KX33
"Coastguard Patch Cottage, Dohilla, Valentia Island,  Kerry, V23FH51",389500,3,2,Detached,125 m²,2023-12-22, Kerry,V23FH51
"47 Larchfield Rise, Youghal, Youghal,  Cork, P36AX08",239000,4,2,Semi-D,186 m²,2023-12-22, Cork,P36AX08
"1174 Colville Street, Rosslare Harbour,  Wexford, Y35C5Y6",169000,3,1,Bungalow,65 m²,2023-12-22, Wexford,Y35C5Y6
"2 Sandmere, South Shore Road, Rush,  Dublin, K56DE09",725000,4,3,Detached,205 m²,2023-12-22, Dublin,K56DE09
"Robinstown, Glenmore, Glenmore,  Kilkenny",85000,1,1,Site,1 ac,2023-12-22, Kilkenny, Kilkenny
"Cloonfaulus, Kilkelly,  Mayo",50000,4,3,Site,4 ac,2023-12-22, Mayo, Mayo
"Coorycommane, Coomhola, Bantry,  Cork, P75VF90",250000,2,2,Detached,89 m²,2023-12-22, Cork,P75VF90
"5 Curragh Park, Mullagh,  Cavan, A82T9K3",235000,4,4,Semi-D,1.75 ac,2023-12-22, Cavan,A82T9K3
"Apartment 17, Shrewsbury Square, Ballsbridge, Dublin 4, D04WD58",850000,3,1,Apartment,142 m²,2023-12-22,Dublin,D04WD58
"Apartment 1, Monteville, Sunday's Well,  Cork, T23HYV1",495000,3,1,Apartment,139 m²,2023-12-22, Cork,T23HYV1
"Tipper, Newtowncashel,  Longford, N39VN36",185000,2,1,Detached,62 m²,2023-12-22, Longford,N39VN36
"Devlis, Ballyhaunis,  Mayo",25000,4,2,Site,0.5 ac,2023-12-22, Mayo, Mayo
"5 Chapel Lane, Ballybricken, Waterford City,  Waterford, X91H9TN",169000,5,3,Terrace,0.5 ac,2023-12-22, Waterford,X91H9TN
"Tara, Ballytarsna, Oulart,  Wexford, Y25C788",375000,4,3,Detached,176 m²,2023-12-22, Wexford,Y25C788
"Nolagh, Ballinalack,  Westmeath",60000,3,2,Site,0.5 ac,2023-12-22, Westmeath, Westmeath
"69 Clonshaugh Avenue, Clonshaugh, Dublin 17, D17X276",415000,3,1,Detached,86 m²,2023-12-22,Dublin,D17X276
"11 Brewery Yard, Main Street, Ballinasloe,  Galway, H53D459",159000,3,3,Semi-D,0.03 ac,2023-12-22, Galway,H53D459
"Ballycumber Road, Ferbane,  Offaly, R42WN34",80000,3,1,Site,167 m²,2023-12-22, Offaly,R42WN34
"2 Winton Avenue, Rathgar, Dublin 6, D06E292",1095000,2,1,Terrace,72 m²,2023-12-22,Dublin,D06E292
"8 Edwin Terrace, Mellifont Avenue, Dun Laoghaire,  Dublin, A96K156",470000,2,1,Duplex,180 m²,2023-12-22, Dublin,A96K156
"Clogh, Gorey,  Wexford",140000,4,3,Site,0.75 ac,2023-12-22, Wexford, Wexford
"1-3 Ivy Mews, Bishop Street, Tuam,  Galway, H54XK13",600000,2,1,Terrace,71 m²,2023-12-22, Galway,H54XK13
"Mountbell, Killeagh,  Cork",100000,3,3,Site,0.43 ac,2023-12-22, Cork, Cork
"Apartment 10, Croí Óige, Athlone,  Westmeath, N37TN50",160000,3,2,Apartment,0.5 ac,2023-12-22, Westmeath,N37TN50
"Glencollins Lower, Ballydesmond,  Cork, P51A0V6",80000,2,1,Detached,102 m²,2023-12-22, Cork,P51A0V6
"2 Faulkners Terrace, Kilmainham, Kilmainham, Dublin 8, D08HR7F",490000,2,2,Terrace,0.5 ac,2023-12-22,Dublin,D08HR7F
"Galmoylestown, Knockdrin, Mullingar,  Westmeath",49000,3,2,Site,121 m²,2023-12-22, Westmeath, Westmeath
"Derryreel, Falcarragh,  Donegal",25000,3,2,Site,1.3 ac,2023-12-22, Donegal, Donegal
"Dunmore, Falcarragh,  Donegal",30000,2,4,Site,0.75 ac,2023-12-22, Donegal, Donegal
"Whitehouse, Carrigans,  Donegal",59000,5,2,Site,108 m²,2023-12-22, Donegal, Donegal
"Monclink, Manorcunningham,  Donegal",50000,4,1,Site,14.7 ac,2023-12-22, Donegal, Donegal
"Site A & B, Porthall, Lifford,  Donegal",65000,2,1,Site,370 m²,2023-12-22, Donegal, Donegal
"75 Merrion Village, Merrion Road, Merrion, Dublin 4, D04E3V2",745000,2,2,Townhouse,161 m²,2023-12-22,Dublin,D04E3V2
"22 Clonshaugh Drive, Clonshaugh, Clonshaugh, Dublin 17, D17K744",348000,3,1,Terrace,90 m²,2023-12-22,Dublin,D17K744
"12 Cois Na Mara, Templetown, Fethard, Fethard-On-Sea,  Wexford, Y34E920",349000,4,2,Detached,170 m²,2023-12-22, Wexford,Y34E920
"7 Thorndale Close, Kingscourt,  Cavan, A82PF86",175000,3,1,Terrace,65 m²,2023-12-22, Cavan,A82PF86
"Crannagh, Summerhill, Athlone,  Roscommon",70000,4,3,Site,0.44 ac,2023-12-22, Roscommon, Roscommon
"Ballynagraigue, Abbeyfeale,  Limerick",50000,2,2,Site,1.2 ac,2023-12-22, Limerick, Limerick
"Ballynagraigue, Duagh,  Kerry",50000,5,3,Site,1.2 ac,2023-12-22, Kerry, Kerry
"Bannow Moor, Bannow,  Wexford, Y35WT04",375000,4,2,Detached,153 m²,2023-12-22, Wexford,Y35WT04
"15 Parliament Street, Waterford, Waterford City,  Waterford, X91VK5D",130000,6,4,Apartment,116 m²,2023-12-22, Waterford,X91VK5D
"Chatsworth, Castlecomer, Kilkenny,  Kilkenny",50000,1,1,Site,1.04 ac,2023-12-22, Kilkenny, Kilkenny
"0.20 Hectare/0.494 Acre Site at Ballinaclash,Folio WX19642F, Blackwater,  Wexford, Y21KW92",45000,3,2,Site,0.49 ac,2023-12-22, Wexford,Y21KW92
"Apartment 8C, The Ash, The Avenue, Killarney,  Kerry, V93YW53",285000,2,2,Apartment,90 m²,2023-12-22, Kerry,V93YW53
"c. 1.26 Acre Site (A) at Gorteenminogue Upper, Murrintown,  Wexford",80000,5,3,Site,178 m²,2023-12-22, Wexford, Wexford
"Saint Ronans, Saint Ronans, 6 Kitestown Road, Howth, Dublin 13, D13YX83",1170000,3,3,Semi-D,130 m²,2023-12-22,Dublin,D13YX83
"Presbytery, Caheragh,  Cork, P47CF77",225000,4,2,Detached,0.75 ac,2023-12-22, Cork,P47CF77
"Rinn, Mohill,  Leitrim",75000,2,1,Site,167 m²,2023-12-22, Leitrim, Leitrim
"56 Knockennis Road, Tempo,  Fermanagh",512509,5,4,Detached,269 m²,2023-12-22, Fermanagh, Fermanagh
"80 Ardconnell, Glenties,  Donegal, F94C8W2",110000,6,4,End of Terrace,79 m²,2023-12-22, Donegal,F94C8W2
"3 The Sidings, Station Road, Shankill, Dublin 18, D18V902",1100000,4,1,Detached,1.8 ac,2023-12-22,Dublin,D18V902
"Tankardstown, Clonalvy,  Meath, A42H289",585000,3,1,Detached,233 m²,2023-12-22, Meath,A42H289
"11 Montpelier View, Tallaght, Dublin 24, D24H9X8",260000,5,4,End of Terrace,3.78 ac,2023-12-22,Dublin,D24H9X8
"Behan's Pub, Riverstown, Birr, Birr,  Offaly, R42N624",200000,2,1,Townhouse,95 m²,2023-12-22, Offaly,R42N624
"1 Rampart Manor, The Ramparts, Kinsale,  Cork, P17VE82",290000,2,1,Apartment,62 m²,2023-12-22, Cork,P17VE82
"77 Cluain Aoibhinn, Swellan Lower, Cavan,  Cavan, H12HY88",239000,4,3,Semi-D,133 m²,2023-12-22, Cavan,H12HY88
"4 Bed Detached, Ardeevin Manor, Lucan,  Dublin",745000,4,4,Detached,183 m²,2023-12-22, Dublin, Dublin
"4 Bed Semi-Detached, Ardeevin Manor, Lucan,  Dublin",695000,4,4,Semi-D,183 m²,2023-12-22, Dublin, Dublin
"Rossylongan, Donegal Town,  Donegal",445000,4,2,Detached,220 m²,2023-12-22, Donegal, Donegal
"81 Hazelwood, Gorey,  Wexford, Y25CY58",320000,4,3,Semi-D,125 m²,2023-12-22, Wexford,Y25CY58
"Roseville House Desert Cross, Enniskeane,  Cork, P47Y135",450000,1,1,Detached,333 m²,2023-12-22, Cork,P47Y135
"Sraheen, Foxford,  Mayo",60000,2,1,Detached,50 m²,2023-12-22, Mayo, Mayo
"1 Tyrone Mews, Tyrone Road, Lismore Park, Waterford, Waterford City,  Waterford, X91VH98",140000,3,2,Bungalow,60 m²,2023-12-22, Waterford,X91VH98
"21 Brittas Bay Park, Brittas Bay,  Wicklow, A67DX71",395000,3,1,Detached,122 m²,2023-12-22, Wicklow,A67DX71
"Church Road, Ballinlough,  Roscommon, F45YH31",185000,3,3,Detached,119 m²,2023-12-22, Roscommon,F45YH31
"21 Quayside Apartments, Shore Road, Ramelton,  Donegal, F92PC97",195000,3,2,Apartment,0.59 ac,2023-12-22, Donegal,F92PC97
"108 Beech Park, Ballincollig,  Cork, P31YW18",330000,3,2,Semi-D,172 m²,2023-12-22, Cork,P31YW18
"SEA BREEZE, Sea Breeze, Westport,  Mayo, F28AK28",555000,3,3,Detached,100 m²,2023-12-22, Mayo,F28AK28
"57 North Street, Skibbereen,  Cork, P81XD74",125000,8,2,Townhouse,77 m²,2023-12-22, Cork,P81XD74
"Site At, Clonleame, Delvin,  Westmeath",50000,2,3,Site,118 m²,2023-12-22, Westmeath, Westmeath
"17A Saint Michael's Place, Gorey,  Wexford, Y25E2V5",305000,4,3,Townhouse,52 m²,2023-12-22, Wexford,Y25E2V5
"20 The Stables, Woodstown,  Waterford, X91P9H3",299000,2,1,Semi-D,206 m²,2023-12-22, Waterford,X91P9H3
"3 Storey 4 Bed , Stonehaven, Stonehaven, Blessington Road, Naas,  Kildare",582000,3,4,Semi-D,330 m²,2023-12-22, Kildare, Kildare
"Longorchard, Templetuohy, Thurles,  Tipperary, E41PW25",150000,5,1,Bungalow,67 m²,2023-12-22, Tipperary,E41PW25
"Mullanacranna, Rathdangan,  Wicklow",140000,3,1,Detached,4.27 ac,2023-12-22, Wicklow, Wicklow
"The Mill House, Ballyshannon, Kilcullen,  Kildare, R56DW92",1450000,3,1,Detached,99 m²,2023-12-22, Kildare,R56DW92
"40A Hornhead Road, Dunfanaghy,  Donegal, F92C597",220000,3,4,End of Terrace,232 m²,2023-12-22, Donegal,F92C597
"c. 4.27 Acre Site at Gorteenminogue, Murrintown,  Wexford",150000,4,2,Site,132 m²,2023-12-22, Wexford, Wexford
"Ardnamullen, Clonard, Enfield,  Meath, A83CA43",450000,3,2,Detached,123 m²,2023-12-22, Meath,A83CA43
"Sandyhill, Charlestown, Sligo,  Sligo, F12T922",75000,3,2,Bungalow,188 m²,2023-12-22, Sligo,F12T922
"Claddagh, Kilfinnan, Glandore,  Cork, P81YP23",850000,5,3,Detached,208 m²,2023-12-22, Cork,P81YP23
"62 Abbey View, Adare,  Limerick, V94KH9V",390000,5,3,Semi-D,149 m²,2023-12-22, Limerick,V94KH9V
"Drumadagarve Road, Maguiresbridge, Enniskillen,  Fermanagh",465335,4,1,Detached,243 m²,2023-12-22, Fermanagh, Fermanagh
"Moneygold, Grange,  Sligo",230000,2,1,Detached,0.75 ac,2023-12-22, Sligo, Sligo
"Blacksod Bay, Belmullet,  Mayo",400000,3,2,Detached,0.74 ac,2023-12-22, Mayo, Mayo
"Chapel Glen, Clonmany,  Donegal, F93W7PH",425000,8,5,Detached,4 ac,2023-12-22, Donegal,F93W7PH
"Creevagh North, Cong,  Mayo, F31H213",85000,3,2,Site,409 m²,2023-12-22, Mayo,F31H213
"Naomh Brid, Saint Patrick's Street, Castlerea,  Roscommon, F45KP73",150000,4,3,Townhouse,72 m²,2023-12-22, Roscommon,F45KP73
"Milltown, Milltown,  Galway",75000,5,4,Site,0.58 ac,2023-12-22, Galway, Galway
"46 Saint Jude's Court, Lifford,  Donegal, F93D6YX",188000,3,2,Detached,191 m²,2023-12-22, Donegal,F93D6YX
"Somerset House, Sheep's Bridge, Carrigroe, Waterford City,  Waterford, X91NPR6",795000,5,3,Detached,86 m²,2023-12-22, Waterford,X91NPR6
"Vallombrosa, Mill Close, Orwell Road, Rathgar, Dublin 6, D06W8Y1",1295000,3,1,Detached,148 m²,2023-12-22,Dublin,D06W8Y1
"159 Malahide Road, Dublin 3, D03XH36",415000,4,1,Semi-D,93 m²,2023-12-22,Dublin,D03XH36
"Portalecka, Ruan Village, Ennis,  Clare",85000,3,1,Site,160 m²,2023-12-22, Clare, Clare
"74 Cluain Caisleán, Ferns,  Wexford, Y21A265",215000,3,2,End of Terrace,88 m²,2023-12-22, Wexford,Y21A265
"Middle Road, Whitegate,  Cork",75000,2,2,Site,0.1 ac,2023-12-22, Cork, Cork
"16 The Laurels, Downstown Manor, Duleek,  Meath, A92V0V3",245000,4,3,Terrace,92 m²,2023-12-22, Meath,A92V0V3
"Darabeag, Carrick Road, Dundalk,  Louth",499950,3,2,Detached,150 m²,2023-12-22, Louth, Louth
"110 The Edges 2, Beacon South Quarter, Sandyford, Dublin 18, D18C578",550000,3,2,Duplex,113 m²,2023-12-22,Dublin,D18C578
"Dernagree Village, Dernagree,  Cork",35000,3,3,Site,0.56 ac,2023-12-22, Cork, Cork
"Fisherman's Lodge, Derryinaugh East, Bantry,  Cork, P75VX23",399999,1,1,Detached,120 m²,2023-12-22, Cork,P75VX23
"CASTLEQUARTER, Inch,  Donegal",160000,4,1,Site,72 m²,2023-12-22, Donegal, Donegal
"Apartment 95, The Firs, Winter Garden, Dublin 2, D02A406",285000,4,2,Apartment,351 m²,2023-12-22,Dublin,D02A406
"13 Foyle view manor, Carrigans,  Donegal, F93E0W8",180000,6,5,Semi-D,122 m²,2023-12-22, Donegal,F93E0W8
"Rockhill, Portnablagh,  Donegal, F92PH34",325000,3,2,End of Terrace,266 m²,2023-12-22, Donegal,F92PH34
"2 Alexander Street, Waterford City Centre, X91W1W4",125000,2,1,Terrace,69 m²,2023-12-22,Dublin,X91W1W4
"Oghil More, Oghil,  Galway, H53EW88",135000,2,1,End of Terrace,90 m²,2023-12-22, Galway,H53EW88
"Ashwood, Knockcroghery,  Roscommon",215000,4,3,Semi-D,122 m²,2023-12-22, Roscommon, Roscommon
"Derrew, Ballintubber,  Mayo",350000,5,5,Bungalow,242 m²,2023-12-22, Mayo, Mayo
"17 Tramway Court, Old Blessington Road, Tallaght, Dublin 24, D24KT2C",245000,2,2,Apartment,429 m²,2023-12-22,Dublin,D24KT2C
"Sheetland Lodge, Sheetland Road, Termonfeckin,  Louth, A92R9Y7",690000,6,6,Detached,60 m²,2023-12-22, Louth,A92R9Y7
"Glouria, Lisselton,  Kerry, V31F763",449000,4,3,Detached,90 m²,2023-12-22, Kerry,V31F763
"Main Street, Mooncoin,  Kilkenny, X91KF62",200000,2,1,Detached,0.92 ac,2023-12-22, Kilkenny,X91KF62
"6 Dunlo Quay, Ballinasloe,  Galway, H53CK61",170000,3,1,Semi-D,144 m²,2023-12-22, Galway,H53CK61
"4 McNean Court, Blacklion,  Cavan, F91T2T1",140000,3,1,Terrace,0.5 ac,2023-12-22, Cavan,F91T2T1
"0.92 acre site at Barnaboy, Turloughmore,  Galway",55000,4,3,Site,275 m²,2023-12-22, Galway, Galway
"A, Shanowen, Shanowen, Rathcormac,  Cork",395000,4,3,Detached,102 m²,2023-12-22, Cork, Cork
"Residential Site, Graigue, Thurles,  Tipperary",30000,3,1,Site,270 m²,2023-12-22, Tipperary, Tipperary
"Ownagarry, Killorglin,  Kerry",60000,14,14,Site,270 m²,2023-12-22, Kerry, Kerry
"Ballykilliane, Killinick,  Wexford, Y35X624",195000,3,1,Detached,47 m²,2023-12-22, Wexford,Y35X624
"Lismacanican, Mountnugent,  Cavan, A82W598",210000,2,1,Detached,240 m²,2023-12-22, Cavan,A82W598
"Borehovel, Killenagh,  Wexford, Y25VH00",445000,4,3,Detached,56 m²,2023-12-22, Wexford,Y25VH00
"Site 2, Derryguiha, Kilmurry McMahon, Kilrush,  Clare",45000,2,1,Site,6.2 ac,2023-12-22, Clare, Clare
"Tawnymucklagh, Monasteraden, Ballaghaderreen,  Roscommon, F45XD37",145000,5,2,Detached,224 m²,2023-12-22, Roscommon,F45XD37
"c. 6.2 acres, Church Road, Upper Aghada, Midleton,  Cork",90000,2,1,Site,709 m²,2023-12-22, Cork, Cork
"4 Nutley Avenue Donnybrook Dublin 4, Donnybrook, Dublin 4, D04XH72",1950000,6,7,Detached,158 m²,2023-12-22,Dublin,D04XH72
"Kilduff Middle, Dowra,  Cavan, N41TF29",95000,4,1,Detached,130 m²,2023-12-22, Cavan,N41TF29
"Tortugas, 2 Ballybride, Dublin 18, D18N4V2",3250000,4,3,Detached,0.6 ac,2023-12-22,Dublin,D18N4V2
"Kilkerrin, Connemara, H91XWN3",295000,2,1,Detached,0.6 ac,2023-12-22,Dublin,H91XWN3
"The Bungalow, Ardass, Castlerea,  Roscommon, F45R663",160000,5,1,Detached,170 m²,2023-12-22, Roscommon,F45R663
"Oldtown, Johnstown, Navan,  Meath",85000,4,3,Site,120 m²,2023-12-22, Meath, Meath
"Brackcloon, Cahermore, Beara,  Cork, P75F638",270000,3,1,Bungalow,130 m²,2023-12-22, Cork,P75F638
"Cappanacush East, Kenmare,  Kerry, V93H971",420000,3,2,Detached,170 m²,2023-12-22, Kerry,V93H971
"4 Gladesville, Castlebar,  Mayo, F23PA40",329000,5,3,Detached,55 m²,2023-12-22, Mayo,F23PA40
"40 Block B, Hawthorn Village, Castlebar,  Mayo, F23D838",120000,2,2,Apartment,52 m²,2023-12-22, Mayo,F23D838
"Inglewood 10 Temple Road Dartry Dublin 6, Dartry, Dublin 6, D06XY97",1695000,4,2,Detached,67 m²,2023-12-22,Dublin,D06XY97
"DRIM, Malin,  Donegal",50000,1,1,Site,10.6 ac,2023-12-22, Donegal, Donegal
"10 New Street North, Smithfield, Dublin 7, D07Y8C4",325000,2,1,Bungalow,112 m²,2023-12-22,Dublin,D07Y8C4
"66 Spencer House, Custom House Square, Dublin 1",345000,2,1,Apartment,99 m²,2023-12-22,Dublin,Dublin 1
"5 The Mews, Balbriggan Street, Skerries,  Dublin, K34D966",425000,4,2,Semi-D,93 m²,2023-12-22, Dublin,K34D966
"2 Cork Road, Coachford, Cork City,  Cork, P12TY82",190000,4,1,Terrace,109 m²,2023-12-22, Cork,P12TY82
"Gleann Na Smol, Poundlick, Skibbereen,  Cork, P81HY68",450000,2,2,Detached,107 m²,2023-12-22, Cork,P81HY68
"37 Cartron Drive, Athlone,  Westmeath, N37Y5Y3",260000,3,2,Detached,0.89 ac,2023-12-22, Westmeath,N37Y5Y3
"Mont Bretia House, Adrigool, Skibbereen,  Cork, P81TN23",295000,4,1,Detached,149 m²,2023-12-22, Cork,P81TN23
"Apartment 38, Crosbie House, Northbrook Avenue, Ranelagh, Dublin 6, D06N677",300000,1,1,Apartment,37 m²,2023-12-22,Dublin,D06N677
"22 Beechmount, Carnew,  Wicklow, Y14EK29",285000,4,2,Detached,148 m²,2023-12-22, Wicklow,Y14EK29
"115 College View, Ballymun Main Street, D11HT97, Ballymun, Dublin 11, D11HT97",245000,2,1,Apartment,102 m²,2023-12-22,Dublin,D11HT97
"Knockarush, Boyle,  Roscommon, F52ED71",77000,2,6,Detached,125 m²,2023-12-22, Roscommon,F52ED71
"1 Carrickataskin, Derrybeg,  Donegal, F92FX91",239000,4,1,Detached,1709 m²,2023-12-22, Donegal,F92FX91
"Summer Hill, Bantry,  Cork, P75KW99",180000,2,14,Terrace,67 m²,2023-12-22, Cork,P75KW99
"BALLINACURRA HOUSE, Ballinacurra, Kinsale,  Cork, P17YF76",5500000,14,1,Detached,0.25 ac,2023-12-22, Cork,P17YF76
"Cork Street, Macroom,  Cork, P12W016",180000,3,2,Townhouse,138 m²,2023-12-22, Cork,P12W016
"Baurnahulla, Drimoleague,  Cork",50000,3,1,Site,50 m²,2023-12-22, Cork, Cork
"The Old School, Rathmeague, Knockananna,  Wicklow, Y14NV29",346000,2,5,Detached,7.59 ac,2023-12-22, Wicklow,Y14NV29
"13 Vico Rock, Sorrento Road, Dalkey,  Dublin, A96T925",495000,4,5,Apartment,334 m²,2023-12-22, Dublin,A96T925
"Cheju Cottage, Ballymadrough, Donabate,  Dublin, K36KD63",695000,3,2,Bungalow,154 m²,2023-12-22, Dublin,K36KD63
"The Mews, 5 Blackabbey, Adare,  Limerick, V94XW01",350000,3,1,Townhouse,92 m²,2023-12-22, Limerick,V94XW01
"6 Sandycove Phase 1, Ballymoney,  Wexford, Y25DY63",375000,3,3,Detached,128 m²,2023-12-22, Wexford,Y25DY63
"Cuillare, Belcarra, Belcarra,  Mayo, F23YY62",315000,3,3,Semi-D,13 m²,2023-12-22, Mayo,F23YY62
"Annaghdown, Corrandulla,  Galway",65000,3,1,Site,0.52 ac,2023-12-22, Galway, Galway
"35 Hibernian Buildings, Albert Road, Cork City Centre, T12DF1H",230000,5,3,Terrace,1 ac,2023-12-22,Dublin,T12DF1H
"Knocknahilan, Kinsale,  Cork, P17KC03",595000,4,2,Bungalow,96 m²,2023-12-22, Cork,P17KC03
"Cuillare, Belcarra, Castlebar,  Mayo, F23YY62",269000,3,1,Detached,325 m²,2023-12-22, Mayo,F23YY62
"STRAW BALE CHEESES, Casloura, Macroom,  Cork, P12HX28",499999,4,4,Detached,0.64 ac,2023-12-22, Cork,P12HX28
"Caher, Ballinrobe,  Mayo, F31EY98",100000,2,2,Detached,75 m²,2023-12-22, Mayo,F31EY98
"Site Subject To Planning Permission, Drumquin, Barefield, Ennis,  Clare",80000,3,1,Site,95 m²,2023-12-22, Clare, Clare
