year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,Yearborn,age,organizationName,organizationCountry,organizationCity
1913,literature,because of his profoundly sensitive fresh and beautiful verse by which with consummate skill he has made his poetic thought expressed in his own English words a part of the literature of the West,1,583,Rabindranath Tagore,male,1861-5-7,India,Calcutta,1861,52,,,
1913,peace,for his unparalleled contribution to the organization of peaceful internationalism,1,481,Henri La Fontaine,male,1854-4-22,Belgium,Brussels,1854,59,,,
1913,medicine,in recognition of his work on anaphylaxis,1,307,Charles Richet,male,1850-8-26,France,Paris,1850,63,Sorbonne University,France,Paris
1913,chemistry,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,1,174,Alfred Werner,male,1866-12-12,France,Mulhouse,1866,47,University of Zurich,Switzerland,Zurich
1913,physics,for his investigations on the properties of matter at low temperatures which led inter alia to the production of liquid helium,1,18,Heike Kamerlingh Onnes,male,1853-9-21,the Netherlands,Groningen,1853,60,Leiden University,the Netherlands,Leiden
1912,physics,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,1,17,Gustaf Dalen,male,1869-11-30,Sweden,Stenstorp,1869,43,Swedish Gas-Accumulator Co.,Sweden,Lidingo Stockholm
1912,medicine,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,1,306,Alexis Carrel,male,1873-6-28,France,Sainte-Foy-les-Lyon,1873,39,Rockefeller Institute for Medical Research,USA,New York NY
1912,literature,primarily in recognition of his fruitful varied and outstanding production in the realm of dramatic art,1,582,Gerhart Hauptmann,male,1862-11-15,Poland,Bad Salzbrunn,1862,50,,,
1912,peace,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,1,480,Elihu Root,male,1845-2-15,USA,Clinton NY,1845,67,,,
1912,chemistry,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,2,173,Paul Sabatier,male,1854-11-5,France,Carcassonne,1854,58,Toulouse University,France,Toulouse
1912,chemistry,for the discovery of the so-called Grignard reagent which in recent years has greatly advanced the progress of organic chemistry,2,172,Victor Grignard,male,1871-5-6,France,Cherbourg,1871,41,Nancy University,France,Nancy
1911,physics,for his discoveries regarding the laws governing the radiation of heat,1,16,Wilhelm Wien,male,1864-1-13,Russia,Parusnoye,1864,47,Wurzburg University,Germany,Wurzburg
1911,literature,in appreciation of his many-sided literary activities and especially of his dramatic works which are distinguished by a wealth of imagination and by a poetic fancy which reveals sometimes in the guise of a fairy tale a deep inspiration while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations,1,581,Maurice Maeterlinck,male,1862-8-29,Belgium,Ghent,1862,49,,,
1911,peace,for his effort to expose and fight what he considers to be the main cause of war namely the anarchy in international relations,2,479,Alfred Fried,male,1864-11-11,Austria,Vienna,1864,47,,,
1911,peace,for his role as co-founder of the Institut de droit international initiator of the Conferences on International Private Law (Conferences de Droit international prive) at the Hague and pioneer in the field of international legal relations,2,478,Tobias Asser,male,1838-4-28,the Netherlands,Amsterdam,1838,73,,,
1911,medicine,for his work on the dioptrics of the eye,1,305,Allvar Gullstrand,male,1862-6-5,Sweden,Landskrona,1862,49,Uppsala University,Sweden,Uppsala
1911,chemistry,in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium by the isolation of radium and the study of the nature and compounds of this remarkable element,1,6,Marie Curie,female,1867-11-7,Poland,Warsaw,1867,44,Sorbonne University,France,Paris
1910,chemistry,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,1,169,Otto Wallach,male,1847-3-27,Russia,Kaliningrad,1847,63,Goettingen University,Germany,Gottingen
1910,literature,as a tribute to the consummate artistry permeated with idealism which he has demonstrated during his long productive career as a lyric poet dramatist novelist and writer of world-renowned short stories,1,580,Paul Heyse,male,1830-3-15,Germany,Berlin,1830,80,,,
1910,peace,for acting as a link between the peace societies of the various countries and helping them to organize the world rallies of the international peace movement,1,477,Permanent International Peace Bureau ,org,,,,,,,,
1910,medicine,in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins including the nucleic substances,1,304,Albrecht Kossel,male,1853-9-16,Germany,Rostock,1853,57,University of Heidelberg,Germany,Heidelberg
1910,physics,for his work on the equation of state for gases and liquids,1,15,Johannes Diderik van der Waals,male,1837-11-23,the Netherlands,Leiden,1837,73,Amsterdam University,the Netherlands,Amsterdam
1909,literature,in appreciation of the lofty idealism vivid imagination and spiritual perception that characterize her writings,1,579,Selma Lagerlof,female,1858-11-20,Sweden,Marbacka,1858,51,,,
1909,peace,for their prominent position in the international movement for peace and arbitration,2,476,Paul Henri d'Estournelles de Constant,male,1852-11-22,France,La Fleche,1852,57,,,
1909,peace,for their prominent position in the international movement for peace and arbitration,2,475,Auguste Beernaert,male,1829-7-26,Belgium,Ostend,1829,80,,,
1909,medicine,for his work on the physiology pathology and surgery of the thyroid gland,1,303,Theodor Kocher,male,1841-8-25,Switzerland,Bern,1841,68,Berne University,Switzerland,Bern
1909,chemistry,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,1,168,Wilhelm Ostwald,male,1853-9-2,Latvia,Riga,1853,56,Leipzig University,Germany,Leipzig
1909,physics,in recognition of their contributions to the development of wireless telegraphy,2,14,Ferdinand Braun,male,1850-6-6,Germany,Fulda,1850,59,Strasbourg University,France,Strasbourg
1909,physics,in recognition of their contributions to the development of wireless telegraphy,2,13,Guglielmo Marconi,male,1874-4-25,Italy,Bologna,1874,35,Marconi Wireless Telegraph Co. Ltd.,United Kingdom,London
1908,medicine,in recognition of their work on immunity,2,302,Paul Ehrlich,male,1854-3-14,Poland,Strzelin,1854,54,Goettingen University,Germany,Gottingen
1908,peace,for their long time work for the cause of peace as politicians peace society leaders orators and authors,2,474,Fredrik Bajer,male,1837-4-21,Denmark,Naestved,1837,71,,,
1908,literature,in recognition of his earnest search for truth his penetrating power of thought his wide range of vision and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life,1,578,Rudolf Eucken,male,1846-1-5,Germany,Aurich,1846,62,,,
1908,peace,for their long time work for the cause of peace as politicians peace society leaders orators and authors,2,473,Klas Pontus Arnoldson,male,1844-10-27,Sweden,Gothenburg,1844,64,,,
1908,medicine,in recognition of their work on immunity,2,301,Ilya Mechnikov,male,1845-5-15,Ukraine,Kharkiv,1845,63,Institut Pasteur,France,Paris
1908,chemistry,for his investigations into the disintegration of the elements and the chemistry of radioactive substances,1,167,Ernest Rutherford,male,1871-8-30,New Zealand,Nelson,1871,37,Victoria University,United Kingdom,Manchester
1908,physics,for his method of reproducing colours photographically based on the phenomenon of interference,1,12,Gabriel Lippmann,male,1845-8-16,Luxembourg,Hollerich,1845,63,Sorbonne University,France,Paris
1907,literature,in consideration of the power of observation originality of imagination virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author,1,577,Rudyard Kipling,male,1865-12-30,India,Mumbai,1865,42,,,
1907,peace,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,2,472,Louis Renault,male,1843-5-21,France,Autun,1843,64,Sorbonne University,France,Paris
1907,peace,for his work in the press and in peace meetings both public and private for an understanding between France and Italy,2,471,Ernesto Teodoro Moneta,male,1833-9-20,Italy,Milan,1833,74,,,
1907,medicine,in recognition of his work on the role played by protozoa in causing diseases,1,300,Alphonse Laveran,male,1845-6-18,France,Paris,1845,62,Institut Pasteur,France,Paris
1907,chemistry,for his biochemical researches and his discovery of cell-free fermentation,1,166,Eduard Buchner,male,1860-5-20,Germany,Munich,1860,47,Landwirtschaftliche Hochschule (Agricultural College),Germany,Berlin
1907,physics,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid,1,11,Albert A. Michelson,male,1852-12-19,Poland,Strzelno,1852,55,University of Chicago,USA,Chicago IL
1906,medicine,in recognition of their work on the structure of the nervous system,2,299,Santiago Ramon y Cajal,male,1852-5-1,Spain,Petilla de Aragon,1852,54,Madrid University,Spain,Madrid
1906,literature,not only in consideration of his deep learning and critical research but above all as a tribute to the creative energy freshness of style and lyrical force which characterize his poetic masterpieces,1,576,Giosue Carducci,male,1835-7-27,Italy,Val di Castello,1835,71,,,
1906,peace,for his role in bringing to an end the bloody war recently waged between two of the world's great powers Japan and Russia,1,470,Theodore Roosevelt,male,1858-10-27,USA,New York NY,1858,48,,,
1906,medicine,in recognition of their work on the structure of the nervous system,2,298,Camillo Golgi,male,1843-7-7,Italy,Corteno,1843,63,Pavia University,Italy,Pavia
1906,chemistry,in recognition of the great services rendered by him in his investigation and isolation of the element fluorine and for the adoption in the service of science of the electric furnace called after him,1,165,Henri Moissan,male,1852-9-28,France,Paris,1852,54,Sorbonne University,France,Paris
1906,physics,in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases,1,10,J.J. Thomson,male,1856-12-18,United Kingdom,Cheetham Hill,1856,50,University of Cambridge,United Kingdom,Cambridge
1905,literature,because of his outstanding merits as an epic writer,1,575,Henryk Sienkiewicz,male,1846-5-5,Poland,Wola Okrzejska,1846,59,,,
1905,peace,for her audacity to oppose the horrors of war,1,468,Bertha von Suttner,female,1843-6-9,Czech Republic,Prague,1843,62,,,
1905,medicine,for his investigations and discoveries in relation to tuberculosis,1,297,Robert Koch,male,1843-12-11,Germany,Clausthal Zellerfeld,1843,62,Institute for Infectious Diseases,Germany,Berlin
1905,chemistry,in recognition of his services in the advancement of organic chemistry and the chemical industry through his work on organic dyes and hydroaromatic compounds,1,164,Adolf von Baeyer,male,1835-10-31,Germany,Berlin,1835,70,Munich University,Germany,Munich
1905,physics,for his work on cathode rays,1,9,Philipp Lenard,male,1862-6-7,Slovakia,Bratislava,1862,43,Kiel University,Germany,Kiel
1904,literature,in recognition of the numerous and brilliant compositions which in an individual and original manner have revived the great traditions of the Spanish drama,2,574,Jose Echegaray,male,1832-4-19,Spain,Madrid,1832,72,,,
1904,literature,in recognition of the fresh originality and true inspiration of his poetic production which faithfully reflects the natural scenery and native spirit of his people and in addition his significant work as a Proven&ccedil;al philologist,2,573,Frederic Mistral,male,1830-9-8,France,Maillane,1830,74,,,
1904,peace,for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane,1,467,Institute of International Law ,org,1873-00-00,,,1873,31,,,
1904,medicine,in recognition of his work on the physiology of digestion through which knowledge on vital aspects of the subject has been transformed and enlarged,1,296,Ivan Pavlov,male,1849-9-14,Russia,Ryazan,1849,55,Military Medical Academy,Russia,St. Petersburg
1904,chemistry,in recognition of his services in the discovery of the inert gaseous elements in air and his determination of their place in the periodic system,1,163,Sir William Ramsay,male,1852-10-2,Scotland,Glasgow,1852,52,University College,United Kingdom,London
